,can,QED,logP,molWt,herg,drd3,fold,profile
328,Fc1ccccc1S(=O)(=O)n2cc(C3=CCNCC3)c4ccccc24,0.782563263,3.3941,356.422,0,1,2,1
329,N#Cc1ccc2OC[C@H]3CN(Cc4ccccc4)C[C@@H]3c2c1,0.852101517,3.16628,290.366,0,1,2,1
330,N#Cc1cccc(c1)[C@@H]2CCCN(CCc3ccccc3)C2,0.851316504,3.98038,290.41,0,1,2,1
331,NC(=O)c1cccc(c1)c2ccc(OC(=O)NCCCCN3CCN(CC3)c4cccc(Cl)c4Cl)cc2,0.352063486,5.4501,541.479,0,1,2,1
332,NC(=O)c1cccc(c1)c2cccc(OC(=O)NCCCCN3CCN(CC3)c4ccccc4)c2,0.457145469,4.1433,472.589,0,1,2,1
333,NC(=O)c1cccc(c1)c2cccc(OC(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl)c2,0.400204427,5.06,527.452,0,1,2,1
334,NCC1CC1c2cc(F)c(F)cc2OCC=C,0.801458509,2.5918,239.265,0,1,2,1
335,NCCc1ccc(O)c(O)c1,0.544872839,0.599,153.181,0,1,2,1
336,NCCc1cccc2c1ccn2S(=O)(=O)c3ccccc3,0.804262179,2.3795,300.383,0,1,2,1
337,NC[C@H]1C[C@@H]1c2cc(F)ccc2OCC=C,0.775036325,2.4527,221.275,0,1,2,1
338,N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1,0.924003331,3.3259,344.528,0,1,2,1
339,Nc1ccc(cc1)C#CCCN2CCC(=CC2)c3ccccc3,0.690043407,3.7997,302.421,0,1,2,1
340,Nc1ccc(cn1)C#CCCN2CCC(=CC2)c3ccccc3,0.885501654,3.1947,303.409,0,1,2,1
341,Nc1cccc(c1)C(=O)NC\C=C\CN2CCN(CC2)c3cccc(Cl)c3Cl,0.554091328,3.6838,419.356,0,1,2,1
342,O=C(CC#N)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1,0.796059444,3.77968,395.547,0,1,2,1
343,O=C(CC#N)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4OCCc34)CC1,0.791870368,2.11728,397.523,0,1,2,1
344,O=C(CC1CCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5OCCc45)CC2,0.700522927,2.7727,442.604,0,1,2,1
345,O=C(CC1CCOCC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.649810729,4.6827,454.655,0,1,2,1
346,O=C(CC1CCOCC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.655728885,4.4765,456.627,0,1,2,1
347,O=C(CC1CCOCC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5OCCc45)CC2,0.680425995,3.0203,456.631,0,1,2,1
348,O=C(CC1COC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2,0.699134909,4.7138,424.585,0,1,2,1
349,O=C(CC1COC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.719069351,2.6389,429.561,0,1,2,1
350,O=C(CC1COCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.678447064,3.6715,456.627,0,1,2,1
351,O=C(CC1COCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5occc45)CC2,0.668203247,4.4828,454.611,0,1,2,1
352,O=C(CC1COCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.671362246,2.4079,459.587,0,1,2,1
353,O=C(CCCCN1CCN2C(CCc3ccccc23)C1)c4ccccc4,0.577961658,4.1766,348.49,0,1,2,1
354,O=C(CCCN1CCc2ccccc2C1)c3ccc4NC(=O)Cc4c3,0.854421717,3.2024,334.419,0,1,2,1
355,O=C(C[C@@H]1CCCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.648830985,4.619,456.627,0,1,2,1
356,O=C(C[C@@H]1CCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.684852389,4.2289,442.6,0,1,2,1
357,O=C(C[C@@H]1CCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4nccc5OCCc45)CC2,0.700522927,2.7727,442.604,0,1,2,1
358,O=C(C[C@H]1CCCOC1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCOc45)CC2,0.655728885,4.4765,456.627,0,1,2,1
359,O=C(Cc1ccc2OCOc2c1)N[C@@H]3CC[C@@H](CCN4CCC(CC4)c5cccc6OCCc56)CC3,0.602082884,4.8374,490.644,0,1,2,1
360,O=C(Cc1ccc2OCOc2c1)N[C@@H]3CC[C@@H](CCN4CCN(CC4)c5cccc6OCOc56)CC3,0.632250065,3.5738,493.604,0,1,2,1
361,O=C(Cc1noc2ccccc12)N[C@@H]3CC[C@@H](CCN4CCC(CC4)c5cccc6OCCc56)CC3,0.493052001,5.2499,487.644,0,1,2,1
362,O=C(N1CCC(CCN2CCN(CC2)c3nsc4ccccc34)CC1)c5occc5,0.620698134,3.9538,424.57,0,1,2,1
363,O=C(NC1CCC(CCN2CCC(CC2)c3cccc4OCCc34)CC1)c5ccc6ncccc6c5,0.486646701,5.728,483.656,0,1,2,1
364,O=C(NC1CCC(CCN2CCN(CC2)c3ccccc3)CC1)C4CCCCC4,0.770022579,4.454,397.607,0,1,2,1
365,O=C(NC1CCC(CCN2CCN(CC2)c3ccccc3)CC1)c4cccs4,0.791509049,4.249,397.588,0,1,2,1
366,O=C(NCCCCN1CCC(=C2c3ccccc3CC(=O)c4sccc24)CC1)c5ccc6ccccc6c5,0.286269519,6.748,520.698,0,1,2,1
367,O=C(NCCCCN1CCCN(CC1)C(c2ccccc2)c3ccccc3)c4cc5ccccc5s4,0.279394113,6.2086,497.708,0,1,2,1
368,O=C(NCCCCN1CCN(CC1)c2cc3CCc4ccc(CCc2cc3)cc4)c5cc6CCc7ccc(CCc5cc6)cc7,0.23855168,6.7864,597.847,0,1,2,1
369,O=C(NCCCCN1CCN(CC1)c2cc3CCc4ccc(CCc2cc3)cc4)c5cc6ccccc6s5,0.296681295,6.1173,523.746,0,1,2,1
370,O=C(NCCCCN1CCN(CC1)c2cccc3NC(=O)Cc23)c4ccc5ccccc5c4,0.548318231,3.6666,442.563,0,1,2,1
371,O=C(NCCCCN1CCN(CC1)c2cccc3ccccc23)c4ccccc4,0.618183903,4.172,387.527,0,1,2,1
372,O=C(NCCCCN1CCN(CC1)c2ccccc2)c3oc4ccccc4c3,0.637057884,3.765,377.488,0,1,2,1
373,O=C(NCCCCN1CC[C@@H]2[C@@H]1CCc3ccccc23)c4ccc(cc4)c5ccccc5,0.495888653,5.6679,424.588,0,1,2,1
374,O=C(NCCCCN1CC[C@H]2[C@@H]1CCc3ccccc23)c4ccc(cc4)c5ccccc5,0.495888653,5.6679,424.588,0,1,2,1
375,O=C(NCCCCN1CCc2ccccc2C1)\C=C\c3ccccc3,0.619035885,3.6545,334.463,0,1,2,1
376,O=C(NCCCCN1CCc2ccccc2C1)c3ccc(cc3)c4ccccc4,0.586431882,4.9219,384.523,0,1,2,1
377,O=C(NCCCCN1C[C@@H]2COc3ccc(cc3[C@H]2C1)C#N)c4ccc(cc4)c5ccccc5,0.522088624,4.84328,451.57,0,1,2,1
378,O=C(NCCCCN1C[C@H]2COc3ccc(cc3[C@@H]2C1)C#N)c4ccc(cc4)c5ccccc5,0.522088624,4.84328,451.57,0,1,2,1
379,O=C(NCCCN1CCN(CC1)c2ccccc2)c3cccc4c3Cc5ccccc45,0.483199519,4.1999,411.549,0,1,2,1
380,O=C(NC[C@@H]1CC[C@@H](CN2CCN(CC2)c3nsc4ccccc34)CC1)c5occc5,0.623504279,4.2477,438.597,0,1,2,1
381,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1)C5CCC5,0.74117282,4.6661,410.602,0,1,2,1
382,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1)C5CCOC5,0.749543466,3.9025,426.601,0,1,2,1
383,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1)C5CCOCC5,0.716890518,4.2926,440.628,0,1,2,1
384,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1)c5ccc(cc5)c6cccnc6,0.409535193,6.2418,509.694,0,1,2,1
385,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1)c5ccc(nc5)N6CCOCC6,0.585792085,4.4114,518.702,0,1,2,1
386,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCOc34)CC1)C5CCOC5,0.748779706,3.6963,428.573,0,1,2,1
387,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCOc34)CC1)C5CCOCC5,0.719218321,4.0864,442.6,0,1,2,1
388,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCOc34)CC1)C5COc6ccccc6C5,0.62351363,4.9111,490.644,0,1,2,1
389,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCOc34)CC1)c5ccnc6ccccc56,0.497988763,5.5218,485.628,0,1,2,1
390,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4occc34)CC1)C5CCOCC5,0.681409161,5.1039,438.612,0,1,2,1
391,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)C5CC5,0.742403629,5.0873,394.559,0,1,2,1
392,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)C5CCC5,0.688540215,5.4774,408.586,0,1,2,1
393,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)C5CCCO5,0.719763374,4.8563,424.585,0,1,2,1
394,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)C5CCCOC5,0.681409161,5.1039,438.612,0,1,2,1
395,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)C5CCOCC5,0.681409161,5.1039,438.612,0,1,2,1
396,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)c5ccc(cc5)N6CCCCC6,0.370194513,6.9814,513.726,0,1,2,1
397,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)c5ccc(cc5)c6ccccc6,0.279851438,7.6581,506.69,0,1,2,1
398,O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)c5ccccc5,0.522291248,5.9911,430.592,0,1,2,1
399,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)C5CCOCC5,0.729312172,3.029,443.588,0,1,2,1
400,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)c5ccc(cc5)C#N,0.706866091,3.78788,460.578,0,1,2,1
401,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)c5ccc(cc5)N6CCOCC6,0.596535567,3.7528,520.674,0,1,2,1
402,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)c5ccnc6ccccc56,0.55486604,4.4644,486.616,0,1,2,1
403,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4OCCc34)CC1)C5CCC5,0.778430229,3.0037,412.578,0,1,2,1
404,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4OCCc34)CC1)c5ccc(cc5)N6CCCCC6,0.583381635,4.5077,517.718,0,1,2,1
405,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4OCCc34)CC1)c5ccc(cc5)c6cccnc6,0.500853054,4.5794,511.67,0,1,2,1
406,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4OCCc34)CC1)c5ccc6ncccc6c5,0.567783237,4.0656,485.632,0,1,2,1
407,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4occc34)CC1)C5CC5,0.810623269,3.4249,396.535,0,1,2,1
408,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4occc34)CC1)C5CCOCC5,0.742053771,3.4415,440.588,0,1,2,1
409,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4sccc34)CC1)C5CCOCC5,0.714264583,3.91,456.656,0,1,2,1
410,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1)C5CC5,0.781910636,3.8934,412.603,0,1,2,1
411,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1)Nc5ccccc5,0.528229069,5.1889,463.651,0,1,2,1
412,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1)Nc5cccnc5,0.558476279,4.5839,464.639,0,1,2,1
413,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1)c5ccccc5,0.588639962,4.7972,448.636,0,1,2,1
414,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1)c5cccs5,0.577932402,4.8587,454.665,0,1,2,1
415,O=C(N[C@@H]1CC[C@@H](CCN2CCc3ccc(cc3CC2)C#N)CC1)c4cc5ccccc5[nH]4,0.597511122,4.81908,440.591,0,1,2,1
416,O=C(N[C@@H]1CC[C@@H](CCN2CCc3ccc(cc3CC2)C#N)CC1)c4ccc5ccccc5c4,0.55795407,5.49098,451.614,0,1,2,1
417,O=C(N[C@@H]1CC[C@@H](CCN2CCc3ccc(cc3CC2)C#N)CC1)c4cccc5ccccc45,0.55795407,5.49098,451.614,0,1,2,1
418,O=C(N[C@@H]1CC[C@@H](CCN2Cc3ccc(cc3C2)C#N)CC1)c4cc5ccccc5[nH]4,0.636085994,4.73408,412.537,0,1,2,1
419,O=C(OC1(CCN(CCc2ccccc2)CC1)c3nccc4ccccc34)c5ccccc5,0.367732823,5.6256,436.555,0,1,2,1
420,O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,0.551662996,2.0882,385.512,0,1,2,1
421,O=C1COc2cc(CN3CCN(CC3)c4ccccc4)ccc2N1,0.941603649,2.3397,323.396,0,1,2,1
422,O=C1COc2ccc(CN3CCN(CC3)c4ccccc4)cc2N1,0.941603649,2.3397,323.396,0,1,2,1
423,O=C1Cc2c(N1)cccc2N3CCN(Cc4ccccc4)CC3,0.946201182,2.5034,307.397,0,1,2,1
424,O=C1Cc2ccccc2C(=C3CCN(CCCCN4C(=O)c5ccccc5C4=O)CC3)c6ccsc16,0.34766526,5.461,496.632,0,1,2,1
425,O=C1Cc2ccccc2N1CCCCN3CCN(CC3)c4ccccc4,0.749646736,3.1781,349.478,0,1,2,1
426,O=C1N(CCCCN2CCC3CCCCC3C2)C(=O)c4ccccc14,0.607590725,3.5749,340.467,0,1,2,1
427,O=C1N(CCCCN2CCCN(CC2)C(c3ccccc3)c4ccccc4)C(=O)c5ccccc15,0.350590158,4.8601,467.613,0,1,2,1
428,O=C1N(CCCCN2CCN(CC2)c3cccc(c3)C#N)CCn4c1cc5ccccc45,0.564592976,3.57118,427.552,0,1,2,1
429,O=C1N(CCCCN2CCN(CC2)c3ccccc3)C=Nc4ccccc14,0.632346622,2.9989,362.477,0,1,2,1
430,O=C1N(CCCCN2CCN(CC2)c3ccccc3)S(=O)(=O)c4ccccc14,0.698504299,2.4335,399.516,0,1,2,1
431,O=C1N(CCCCN2CCN(CC2)c3ccccn3)CCCc4ccccc14,0.724524254,3.0724,378.52,0,1,2,1
432,O=C1N(CCCCN2CCc3ccccc3C2)C(=O)c4ccccc14,0.623007885,3.1211,334.419,0,1,2,1
433,O=C1NCN(c2ccccc2)C13CCN(CCCCc4oc5ccccc5n4)CC3,0.636559746,3.579,404.514,0,1,2,1
434,O=C1Oc2cc(CNCCNc3ccccc3)ccc2C=C1,0.541884704,2.9947,294.354,0,1,2,1
435,O=CN[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1,0.793442565,3.4958,356.51,0,1,2,1
436,O=S(=O)(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1)c5ccccc5,0.638362647,4.7283,468.663,0,1,2,1
437,O=S(=O)(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCOc34)CC1)N5CCOCC5,0.647846021,2.7102,479.643,0,1,2,1
438,O=S(=O)(Nc1ccc2CCN(Cc3cc[nH]n3)CCc2c1)c4ccc(nc4)N5CCOCC5,0.570629635,2.0429,468.583,0,1,2,1
439,OC(C(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1)C(F)(F)F,0.686794625,3.7892,454.533,0,1,2,1
440,OC(C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4OCCc34)CC1)C(F)(F)F,0.683125572,2.1268,456.509,0,1,2,1
441,OC(CCNC(=O)c1cc2cc(I)ccc2[nH]1)CN3CCN(CC3)c4cccc(Cl)c4Cl,0.359372031,4.3823,587.289,0,1,2,1
442,OC(CCNC(=O)c1ccc2Cc3ccccc3c2c1)CN4CCN(CC4)c5cccc(Cl)c5Cl,0.372806974,4.8676,510.465,0,1,2,1
443,OC(CCNC(=O)c1ccc2c(Cc3ccccc23)c1)CN4CCN(CC4)c5cccc(Cl)c5Cl,0.372806974,4.8676,510.465,0,1,2,1
444,OC(CCNC(=O)c1cnc2ccc(F)cc2c1)CN3CCN(CC3)c4cccc(Cl)c4Cl,0.523581841,3.9837,491.394,0,1,2,1
445,OC(CCNCc1ccc2c(Cc3ccccc23)c1)CN4CCN(CC4)c5cccc(Cl)c5Cl,0.32805796,5.2274,496.482,0,1,2,1
446,OC1(CC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2,0.751894749,3.3909,412.574,0,1,2,1
447,OC1(CC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4noc5cc(F)ccc45)CC2,0.731508979,3.7363,429.536,0,1,2,1
448,OC1(CC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2,0.741574386,2.1273,415.534,0,1,2,1
449,OC1(CC2CCC(C1)N2CCCOc3ccc(F)cc3)c4ccc(Cl)cc4,0.722634877,4.7626,389.898,0,1,2,1
450,OC1(CC2CCC(C1)N2CCCSc3ccccc3F)c4ccc(Cl)cc4,0.508372177,5.4759,405.966,0,1,2,1
451,OC1(CC2CCC(C1)N2Cc3ccc(F)cc3)c4ccc(Cl)cc4,0.885320909,4.4937,345.845,0,1,2,1
452,OC1(CCN(CCCC(=O)c2cc3CCc4ccc(CCc2cc3)cc4)CC1)c5ccc(Cl)cc5,0.422482064,6.1703,488.071,0,1,2,1
453,OC1(CCN(CCCCc2nc3ccccc3s2)CC1)c4ccc(Cl)cc4,0.573383693,5.256,400.975,0,1,2,1
454,OC1(CCN(Cc2c[nH]c3ccccc23)CC1)c4cccc(Cl)c4,0.745597833,4.3049,340.854,0,1,2,1
455,OC1(CCN(Cc2c[nH]c3ccccc23)CC1)c4cccc(Cl)c4Cl,0.679411499,4.9583,375.299,0,1,2,1
456,OC1(CCN(Cc2coc3ccccc23)CC1)c4ccc(Cl)cc4,0.757761847,4.5698,341.838,0,1,2,1
457,OC1(CCN(Cc2coc3ccccc23)CC1)c4ccc(I)cc4,0.617589466,4.521,433.289,0,1,2,1
458,OC1(CCN(Cc2oc3ccccc3c2)CC1)c4ccc(I)cc4,0.617589466,4.521,433.289,0,1,2,1
459,OC1(C[C@H]2CC[C@@H](C1)N2CCCCC(=O)c3nc4ccccc4s3)c5ccc(Cl)cc5,0.360840216,5.8173,455.023,0,1,2,1
460,OC1(C[C@H]2CC[C@@H](C1)N2CCCOc3ccc(F)cc3)c4ccc(Cl)cc4,0.722634877,4.7626,389.898,0,1,2,1
461,OCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1,0.789233543,2.8583,386.536,0,1,2,1
462,OCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCOc34)CC1,0.784008877,2.6521,388.508,0,1,2,1
463,OCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3noc4cc(Cl)ccc34)CC1,0.745575001,3.718,419.953,0,1,2,1
464,OCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3noc4cc(F)c(F)cc34)CC1,0.748048802,3.3428,421.488,0,1,2,1
465,OCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4OCCc34)CC1,0.762486247,1.1959,388.512,0,1,2,1
466,OCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4sccc34)CC1,0.776954015,2.4757,402.564,0,1,2,1
467,OCC1(CCN(Cc2c[nH]c3ccccc23)CC1)c4ccc(Cl)cc4,0.730842794,4.3474,354.881,0,1,2,1
468,OCCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1,0.737588938,3.2484,400.563,0,1,2,1
469,OCCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3noc4cc(F)c(F)cc34)CC1,0.692925941,3.7329,435.515,0,1,2,1
470,OCCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nccc4occc34)CC1,0.742778982,2.3973,400.523,0,1,2,1
471,OCCCCCC1CCN(CCCN2C(=O)CCc3ccccc23)CC1,0.685812703,3.6206,358.526,0,1,2,1
472,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,0.727811547,4.3081,437.531,0,1,2,1
473,OCCSSCCOc1ccc(cc1)C(=O)CCCN2CCC(O)(CC2)c3ccc(Cl)cc3,0.222536708,5.039,510.121,0,1,2,1
474,OC[C@@H]1C[C@@H](CC(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2)C1,0.625239428,3.011,457.615,0,1,2,1
475,O[C@@H](CCNC(=O)c1cc2ccccc2[nH]1)CN3CCN(CC3)c4cccc(Cl)c4Cl,0.501093921,3.7777,461.393,0,1,2,1
476,O[C@@H](CCNC(=O)c1cnc2ccccc2c1)CN3CCN(CC3)c4cccc(Cl)c4Cl,0.54598069,3.8446,473.404,0,1,2,1
477,O[C@@H](CN[C@@H]1CCC[C@@H]1C2CCCC2)c3ccc(O)c4NC(=O)Sc34,0.657530502,3.2771,362.495,0,1,2,1
478,O[C@@H](CN[C@@H]1CCC[C@@H]1CCc2ccccc2)c3ccc(O)c4NC(=O)Sc34,0.488643932,3.7197,398.528,0,1,2,1
479,O[C@@H](COc1ccccc1)CN2CCC(CC2)Oc3ccccc3,0.848841344,2.9697,327.424,0,1,2,1
480,O[C@H](C(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCOc34)CC1)C(F)(F)F,0.68488518,3.583,456.505,0,1,2,1
481,O[C@H](CC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1)C(F)(F)F,0.630445772,4.1793,468.56,0,1,2,1
482,O[C@H](CC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)C(F)(F)F,0.603456553,4.9906,466.544,0,1,2,1
483,O[C@]1(C[C@H]2CC[C@@H](C1)N2Cc3c[nH]c4ccccc34)c5cccc(Cl)c5Cl,0.609361449,5.4893,401.337,0,1,2,1
484,O[C@]1(C[C@H]2CC[C@@H](C1)N2Cc3coc4ccccc34)c5ccc(Br)cc5,0.641828839,5.2099,412.327,0,1,2,1
485,O[C@]1(C[C@H]2CC[C@@H](C1)N2Cc3coc4ccccc34)c5cccc(Cl)c5Cl,0.605795855,5.7542,402.321,0,1,2,1
486,O[C@]1(C[C@H]2CC[C@@H](C1)N2Cc3csc4ccccc34)c5cccc(Cl)c5Cl,0.545704531,6.2227,418.389,0,1,2,1
487,O\N=C\c1cc2cc(OCCCCN3CCN(CC3)c4cccc(Cl)c4Cl)ccn2n1,0.232308381,4.4304,462.381,0,1,2,1
488,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)C=Cc45)cc12,0.154834252,2.6707,476.537,0,1,2,1
489,Oc1cc2OCC3NCc4ccccc4C3c2cc1O,0.640896626,2.0939,269.3,0,1,2,1
490,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c5C=CC(=O)Nc15,0.451857699,3.4897,476.577,0,1,2,1
491,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c5C=CC(=O)Oc15,0.395244455,3.7546,477.561,0,1,2,1
